Product Name;Product Description;Product Code (SKU);Categories;Price ($);Status;Hub Diameter;Hub Thickness;Shaft Diameter;Weight;Diameter (INCHES);Diameter (METERS);Pitch (INCHES);Pitch-to-diameter ratio (-);Color;UPC Code;Product Weight (NOT for Shipping Calculations) (LBS) ;Product Weight (NOT for Shipping Calculations) (grams) 
7x4F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP07040F;Folding (Electric Only);3.66; ;NA;See LPFH;See LPFH;0.18 oz.;7;0.1778;4;0.5714;Grey;6.87E+11;0.0113;5.1
7x4EP(HEXO);"Hexo+ LH, 2 Pack
OEM part for HEXO+ multi-copter
Includes two reverse rotation propellers
Hub has self tightening feature for special nut
Center through hole is 8mm
Special Left Hand (LH) nut not included";LP07040EP(HEXO);Self Tightening, Black MR;5.94;Discontinued;0.50 in.;0.34 in.;5 mm;0.28 oz.;7;0.1778;4;0.5714;Black;6.87E+11;0.035;15.9
7x4EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07040EP;Thin Electric, Multi Rotor (Electric Only), Electric Reverse Rotation (Left Hand Rotation);2.58; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;0.1778;4;0.5714;Grey;6.87E+11;0.0176;8
7x4E-B4;"Quad-Copter Bundle (7x4E and 7x4EP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings (optional)
Includes four sets of rings from LPARM12SF (3mm, 5mm, 6mm,)";LP07040E-B4;"Bundle (2 CW &amp; 2 CCW)";6.72; ;0.50 in.;0.33 in.;5 mm;0.28 oz.;7;0.1778;4;0.5714;Grey;6.87E+11;0.0704;31.9
7x4E(HEXO);"Hexo+ RH, 2 Pack
OEM part for HEXO+ multi-copter
Includes two standard rotation propellers
Hub has self tightening feature for special nut
Center through hole is 8mm
Special Right Hand (RH) nut not included";LP07040E(HEXO);Self Tightening, Black MR;5.94;Discontinued;0.50 in.;0.34 in.;5 mm;0.28 oz.;7;0.1778;4;0.5714;Black;6.87E+11;0.035;15.9
7x4E;"Thin Electric
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF and LPARM12SF";LP07040E;Thin Electric, Multi Rotor (Electric Only);2.58; ;0.50 in.;0.33 in.;1/4 in.;0.28 oz.;7;0.1778;4;0.5714;Grey;6.87E+11;0.0176;8
7x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP07041SF;Indoor 3D;2.47; ;0.50 in.;0.16 in.;5.5 mm;0.12 oz.;7;0.1778;4.1;0.5857;Grey;6.87E+11;0.0077;3.5
7x4 ;15 Free Flight;LP07040;Free Flight, Sport;2.65; ;0.65 in.;0.40 in.;3/16 in.;0.42 oz.;7;0.1778;4;0.5714;Grey;6.87E+11;0.0263;11.9
7x3.8WSF;"Slow Flyer Wide Blade
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP07038WSF;Slow Fly (Electric Only);2.47; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;7;0.1778;3.8;0.5429;Grey;6.87E+11;0.0156;7.1
7x3 ;15 Free Flight;LP07030;Free Flight, Sport;2.65; ;0.65 in.;0.38 in.;3/16 in.;0.42 oz.;7;0.1778;3;0.4286;Grey;6.87E+11;0.0263;11.9
7x10 ;Sport;LP07010;Sport;2.65; ;0.65 in.;0.41 in.;3/16 in.;0.46 oz.;7;0.1778;10;1.4286;Grey;6.87E+11;0.0288;13.1
7.4x8.25C;"Pylon Carbon
Use LPAR06E adapter rings (not included)";LP074825C;Carbon Fiber, AMA 422 (Q40);11;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.4;0.188;8.25;1.1149;Black;6.87E+11;0.0331;15
7.4x8.1C;"Pylon Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07481C;Carbon Fiber, AMA 422 (Q40);11;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.4;0.188;8.1;1.0946;Black;6.87E+11;0.0331;15
7.4x8.0C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07480C;Carbon Fiber, AMA 422 (Q40);11;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;8;1.0811;Black;6.87E+11;0.035;15.9
7.4x7.8C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07478C;Carbon Fiber, AMA 422 (Q40);11;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;7.8;1.0541;Black;6.87E+11;0.035;15.9
7.4x7.81C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP074781C;Carbon Fiber, AMA 422 (Q40);11;Discontinued;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;7.81;1.0554;Black;6.87E+11;0.035;15.9
7.4x7.7C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07477C;Carbon Fiber, AMA 422 (Q40);11; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;7.7;1.0405;Black;6.87E+11;0.035;15.9
7.4x7.6C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07476C;Carbon Fiber, AMA 422 (Q40);11; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;7.6;1.0270;Black;6.87E+11;0.035;15.9
7.4x7.5C;"Q40 Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07475C;Carbon Fiber, AMA 422 (Q40);11; ;0.90 in.;0.52 in.;21/64 in.;0.56 oz.;7.4;0.188;7.5;1.0135;Black;6.87E+11;0.035;15.9
7.5x8C;"Pylon Carbon
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E
Material: 40% Carbon / 60% Nylon";LP07580C;Pylon Racing, Carbon Fiber;11;Discontinued;0.90 in.;0.38 in.;21/64 in.;0.53 oz.;7.5;0.1905;8;1.0667;Black;6.87E+11;0.0331;15
7.5x2.5;15 Slow Combat;LP07525;Combat;2.91;Discontinued;0.65 in.;0.34 in.;3/16 in.;0.42 oz.;7.5;0.1905;2.5;0.3333;Grey;6.87E+11;0.0265;12
7.625x3.25;21-25 Free Flight;LP0763325;Free Flight;2.91; ;0.65 in.;0.35 in.;1/4 in.;0.39 oz.;7.625;0.1937;3.25;0.4262;Grey;6.87E+11;0.0244;11.1
7.8x7C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07870C;Combat, Carbon Fiber;19.8;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;0.1981;7;0.8974;Black;6.87E+11;0.0306;13.9
7.8x7;36 Combat;LP07870;Pylon Combat;2.91; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;0.1981;7;0.8974;Grey;6.87E+11;0.0394;17.9
7.8x6C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07860C;Combat, Carbon Fiber;19.8;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;0.1981;6;0.7692;Black;6.87E+11;0.0306;13.9
7.8x6;36 Combat;LP07860;Pylon Combat;2.91; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;0.1981;6;0.7692;Grey;6.87E+11;0.0394;17.9
7.8x4C;"Combat Carbon
Use LPAR06E adapter rings (not included)
Material: 40% Carbon / 60% Nylon";LP07840C;Combat, Carbon Fiber;19.8;Discontinued;0.90 in.;0.40 in.;1/4 in.;0.49 oz.;7.8;0.1981;4;0.5128;Black;6.87E+11;0.0306;13.9
7.8x4;21-25 Free Flight;LP07840;Free Flight, Pylon Combat;2.91; ;0.90 in.;0.40 in.;1/4 in.;0.63 oz.;7.8;0.1981;4;0.5128;Grey;6.87E+11;0.0394;17.9
8x9 ;"Sport
Use LPAR06E adapter rings (not included)";LP08090;Sport;2.86; ;0.80 in.;0.42 in.;1/4 in.;0.67 oz.;8;0.2032;9;1.1250;Grey;6.87E+11;0.0419;19
8x8EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08080EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.78;;0.80 in.;0.40 in.;1/4 in.;0.53 oz.;8;0.2032;8;1.0000;Grey;6.87E+11;0.0331;15
8x8E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08080E;Thin Electric;2.78; ;0.80 in.;0.40 in.;1/4 in.;0.53 oz.;8;0.2032;8;1.0000;Grey;6.87E+11;0.0331;15
8x8 ;"Sport
Use LPAR06E adapter rings (not included)";LP08080;Sport;2.86; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;0.2032;8;1.0000;Grey;6.87E+11;0.0419;19
8x7.3;Pylon;LP08073;Pylon Racing;4.27;;0.90 in.;0.54 in.;1/4 in.;0.88 oz.;8;0.2032;7.3;0.9125;Grey;6.87E+11;0.055;24.9
8x7 ;"Sport
Use LPAR06E adapter rings (not included)";LP08070;Sport;2.86; ;0.80 in.;0.44 in.;1/4 in.;0.67 oz.;8;0.2032;7;0.8750;Grey;6.87E+11;0.0419;19
8x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08060SF;Slow Fly (Electric Only);2.65; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;6;0.7500;Grey;6.87E+11;0.0156;7.1
8x6EP;"Thin Electric Pusher
Reverse Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08060EP;Thin Electric, Electric Reverse Rotation (Left Hand Rotation);2.78; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;0.2032;6;0.7500;Grey;6.87E+11;0.0309;14
8x6E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08060E;Thin Electric;2.78; ;0.80 in.;0.37 in.;1/4 in.;0.49 oz.;8;0.2032;6;0.7500;Grey;6.87E+11;0.0309;14
8x6 ;"Control Line
Use LPAR06E adapter rings (not included)";LP08060;Sport, Control Line;2.86; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;0.2032;6;0.7500;Grey;6.87E+11;0.0419;19
8x5 ;"Sport
Use LPAR06E adapter rings (not included)";LP08050;Sport;2.86; ;0.80 in.;0.45 in.;1/4 in.;0.67 oz.;8;0.2032;5;0.6250;Grey;6.87E+11;0.0419;19
8x4F;"Folding Electric Propeller Blades
Use FH45mm-6 (LPFH3-6) Hub - not included";LP08040F;Folding (Electric Only);3.92; ;NA;See LPFH;See LPFH;0.28 oz.;8;0.2032;4;0.5000;Grey;6.87E+11;0.0175;7.9
8x4E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP08040E;Thin Electric;2.78; ;0.80 in.;0.35 in.;1/4 in.;0.46 oz.;8;0.2032;4;0.5000;Grey;6.87E+11;0.0287;13
8x4.7SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08047SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.65; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;4.7;0.5875;Grey;6.87E+11;0.0156;7.1
8x4.7SF-B4;"Slow Flyer
Quad-Copter Bundle (8x4.7SF and 8x4.7SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP08047SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";8.47; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;4.7;0.5875;Grey;6.87E+11;0.0624;28.3
8x4.7SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08047SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.65; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;4.7;0.5875;Grey;6.87E+11;0.0156;7.1
8x4.5MRP(ST);"Multi-Rotor Pusher (Self Tightening)
Reverse Rotation
Includes M6x1 LH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP08045MRP(ST);Self Tightening;2.86; ;0.65 in.;0.48 in.;6 mm;0.39 oz.;8;0.2032;4.5;0.5625;Grey;6.87E+11;0.0243;11
8x4.5MRP;"Multi-Rotor Pusher
Reverse Rotation
Use LPAR06E adapter rings (not included)";LP08045MRP;Multi Rotor (Electric Only);2.55; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;0.2032;4.5;0.5625;Grey;6.87E+11;0.02;9.1
8x4.5MR-B4;"Multi-Rotor
Quad-Copter Bundle (8x4.5MR and 8x4.5MRP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR06E adapter rings
Includes four sets of rings from LPAR06E (1/8"", 4mm, 5mm, 6mm, 5/16"")";LP08045MR-B4;"Bundle (2 CW &amp; 2 CCW)";8.15; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;0.2032;4.5;0.5625;Grey;6.87E+11;0.08;36.3
8x4.5MR(ST);"Multi-Rotor (Self Tightening)
Includes M6x1 RH thread hex nut
Use LPAR06E adapter rings (not included)
Product weight includes hex nut
Caution: Not intended for use with systems that use active motor braking";LP08045MR(ST);Self Tightening;2.86; ;0.65 in.;0.48 in.;6 mm;0.39 oz.;8;0.2032;4.5;0.5625;Grey;6.87E+11;0.0243;11
8x4.5MR;"Multi-Rotor
Standard Rotation
Use LPAR06E adapter rings (not included)";LP08045MR;Multi Rotor (Electric Only);2.55; ;0.65 in.;0.33 in.;1/4 in.;0.32 oz.;8;0.2032;4.5;0.5625;Grey;6.87E+11;0.02;9.1
8x4.2SFR;"Slow Flyer Indoor 4D - Reversible
Use with Reversible ESC
For Indoor Aerobatics";LP08042SFR;Indoor 3D, Reversible ESC (Slow Fly);2.65;;0.50 in.;0.17 in.;5.5 mm;0.18 oz.;8;0.2032;4.2;0.5250;Grey;6.87E+11;0.011;5
8x4.1SF;"Slow Flyer Indoor 3D
For Indoor 3D Aerobatics";LP08041SF;Indoor 3D;2.65; ;0.50 in.;0.16 in.;5.5 mm;0.16 oz.;8;0.2032;4.1;0.5125;Grey;6.87E+11;0.0099;4.5
8x4 ;"Sport
Use LPAR06E adapter rings (not included)";LP08040;Sport;2.86; ;0.80 in.;0.40 in.;1/4 in.;0.56 oz.;8;0.2032;4;0.5000;Grey;6.87E+11;0.035;15.9
8x3.8SFP;"Slow Flyer Pusher
Reverse Rotation
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08038SFP;Multi Rotor (Electric Only), Slow Fly (Electric Only), Slow Fly Reverse Rotation (Left Hand Rotation);2.65; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;3.8;0.4750;Grey;6.87E+11;0.0156;7.1
8x3.8SF-B4;"Slow Flyer
Quad-Copter Bundle (8x3.8SF and 8x3.8SFP)
Package contains four propellers (2 standard rotation and 2 reverse rotation)
Use LPAR18SF or LPARM12SF adapter rings
Includes four sets of rings from LPAR18SF";LP08038SF-B4;"Bundle (2 CW &amp; 2 CCW), Slow Fly (Electric Only)";8.47; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;3.8;0.4750;Grey;6.87E+11;0.0624;28.3
8x3.8SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP08038SF;Multi Rotor (Electric Only), Slow Fly (Electric Only);2.65; ;0.50 in.;0.30 in.;1/4 in.;0.25 oz.;8;0.2032;3.8;0.4750;Grey;6.87E+11;0.0156;7.1
8x3.75W;21-25 Free Flight Wide Blade;LP08037W;Free Flight;2.91;Discontinued;0.90 in.;0.45 in.;1/4 in.;0.71 oz.;8;0.2032;3.75;0.4688;Grey;6.87E+11;0.0444;20.1
8x3.75;21-25 Free Flight;LP08037;Free Flight;2.91; ;0.90 in.;0.45 in.;1/4 in.;0.60 oz.;8;0.2032;3.75;0.4688;Grey;6.87E+11;0.0375;17
8x10 ;"Sport
Use LPAR06E adapter rings (not included)";LP08010;Sport;2.86; ;0.80 in.;0.42 in.;1/4 in.;0.67 oz.;8;0.2032;10;1.2500;Grey;6.87E+11;0.0419;19
8.5x7.5;40 Pylon;LP08575;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.5;0.2159;7.5;0.8824;Grey;6.87E+11;0.0619;28.1
8.5x7.25;40 Pylon;LP085725;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.5;0.2159;7.25;0.8529;Grey;6.87E+11;0.0594;26.9
8.5x7.0;40 Pylon;LP08570;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.5;0.2159;7;0.8235;Grey;6.87E+11;0.0594;26.9
8.5x6.5;25 Pylon;LP08565;Pylon Racing;4.27;Discontinued;0.80 in.;0.46 in.;1/4 in.;0.71 oz.;8.5;0.2159;6.5;0.7647;Grey;6.87E+11;0.0444;20.1
8.5x5.5;25 Pylon;LP08555;Pylon Racing;4.27;Discontinued;0.80 in.;0.46 in.;1/4 in.;0.71 oz.;8.5;0.2159;5.5;0.6471;Grey;6.87E+11;0.0444;20.1
8.5x5.0;25 Pylon;LP08550;Pylon Racing;4.27;Discontinued;0.80 in.;0.40 in.;1/4 in.;0.60 oz.;8.5;0.2159;5;0.5882;Grey;6.87E+11;0.0375;17
8.625x3.75;29 Free Flight;LP0863375;Free Flight;3.19; ;0.90 in.;0.46 in.;1/4 in.;0.74 oz.;8.625;0.2191;3.75;0.4348;Grey;6.87E+11;0.0463;21
8.75x9.5NN;40 Pylon;LP08895NN;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.75;0.2223;9.5;1.0857;Grey;6.87E+11;0.055;24.9
8.75x9.25W;40 Pylon;LP088925W;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.75;0.2223;9.25;1.0571;Grey;6.87E+11;0.055;24.9
8.75x9.25NN;40 Pylon;LP088925NN;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;9.25;1.0571;Grey;6.87E+11;0.055;24.9
8.75x9.0W;40 Pylon;LP08890W;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;0.2223;9;1.0286;Grey;6.87E+11;0.0575;26.1
8.75x9.0NN;40 Pylon;LP08890NN;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;0.2223;9;1.0286;Grey;6.87E+11;0.0575;26.1
8.75x8.75W;40 Pylon;LP088875W;Pylon Racing;4.27; ;0.90 in.;0.56 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.75;1.0000;Grey;6.87E+11;0.055;24.9
8.75x8.75NN;40 Pylon;LP088875NN;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.75;1.0000;Grey;6.87E+11;0.055;24.9
8.75x8.5W;40 Pylon;LP08885W;Pylon Racing;4.27;Discontinued;0.90 in.;0.56 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.5;0.9714;Grey;6.87E+11;0.055;24.9
8.75x8.5NN;40 Pylon;LP08885NN;Pylon Racing;4.27;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.5;0.9714;Grey;6.87E+11;0.055;24.9
8.75x8.5N;40 Pylon;LP08885N;AMA 426 (Q500);4.27; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;0.2223;8.5;0.9714;Grey;6.87E+11;0.0619;28.1
8.75x8.25W;40 Pylon;LP088825W;Pylon Racing;4.27;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.25;0.9429;Grey;6.87E+11;0.055;24.9
8.75x8.25NN;40 Pylon;LP088825NN;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;8.25;0.9429;Grey;6.87E+11;0.055;24.9
8.75x8.25N;40 Pylon;LP088825N;AMA 426 (Q500);4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;0.2223;8.25;0.9429;Grey;6.87E+11;0.0638;28.9
8.75x8.0W;40 Pylon;LP08880W;Pylon Racing;4.27;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;0.2223;8;0.9143;Grey;6.87E+11;0.0575;26.1
8.75x8.0NN;40 Pylon;LP08880NN;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;0.2223;8;0.9143;Grey;6.87E+11;0.0638;28.9
8.75x8.0N;40 Pylon;LP08880N;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;0.2223;8;0.9143;Grey;6.87E+11;0.0638;28.9
8.75x7.75W;40 Pylon;LP088775W;Pylon Racing;4.27;Discontinued;0.90 in.;0.57 in.;1/4 in.;0.92 oz.;8.75;0.2223;7.75;0.8857;Grey;6.87E+11;0.0575;26.1
8.75x7.75NN;40 Pylon;LP088775NN;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;7.75;0.8857;Grey;6.87E+11;0.055;24.9
8.75x7.75N;40 Pylon;LP088775N;Pylon Racing;4.27;Discontinued;0.90 in.;0.60 in.;1/4 in.;0.99 oz.;8.75;0.2223;7.75;0.8857;Grey;6.87E+11;0.0619;28.1
8.75x7.5W;40 Pylon;LP08875W;Pylon Racing;4.27; ;0.90 in.;0.57 in.;1/4 in.;0.88 oz.;8.75;0.2223;7.5;0.8571;Grey;6.87E+11;0.055;24.9
8.75x7.5NN;40 Pylon;LP08875NN;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;1.02 oz.;8.75;0.2223;7.5;0.8571;Grey;6.87E+11;0.0638;28.9
8.75x7.5N;40 Pylon;LP08875N;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;0.2223;7.5;0.8571;Grey;6.87E+11;0.0619;28.1
8.75x7.0NN;40 Pylon;LP08870NN;Pylon Racing;4.27;Discontinued;0.90 in.;0.58 in.;1/4 in.;0.92 oz.;8.75;0.2223;7;0.8000;Grey;6.87E+11;0.0575;26.1
8.75x7.0N;40 Pylon;LP08870N;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;0.99 oz.;8.75;0.2223;7;0.8000;Grey;6.87E+11;0.0619;28.1
8.75x5.0;36 Fast Combat;LP08850;Pylon Combat;3.19; ;0.90 in.;0.50 in.;1/4 in.;0.99 oz.;8.75;0.2223;5;0.5714;Grey;6.87E+11;0.0619;28.1
8.8x9.75;40 Pylon;LP088975;Pylon Racing;4.27; ;0.90 in.;0.61 in.;1/4 in.;0.92 oz.;8.8;0.2235;9.75;1.1080;Grey;6.87E+11;0.0575;26.1
8.8x9.5;40 Pylon;LP088950;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;0.92 oz.;8.8;0.2235;9.5;1.0795;Grey;6.87E+11;0.0575;26.1
8.8x9.25;40 Pylon;LP088925;AMA 426 (Q500);4.27; ;0.90 in.;0.57 in.;1/4 in.;0.95 oz.;8.8;0.2235;9.25;1.0511;Grey;6.87E+11;0.0594;26.9
8.8x9.0;40 Pylon;LP088900;AMA 426 (Q500);4.27; ;0.90 in.;0.56 in.;1/4 in.;0.92 oz.;8.8;0.2235;9;1.0227;Grey;6.87E+11;0.0575;26.1
8.8x8.9;40 Pylon;LP088890;AMA 426 (Q500);4.27; ;0.90 in.;0.60 in.;1/4 in.;0.92 oz.;8.8;0.2235;8.9;1.0114;Grey;6.87E+11;0.0575;26.1
8.8x8.75;40 Pylon;LP088875;AMA 426 (Q500);4.27; ;0.90 in.;0.58 in.;1/4 in.;0.95 oz.;8.8;0.2235;8.75;0.9943;Grey;6.87E+11;0.0594;26.9
8.8x8.5;40 Pylon;LP088850;Pylon Racing;4.27; ;0.90 in.;0.58 in.;1/4 in.;0.88 oz.;8.8;0.2235;8.5;0.9659;Grey;6.87E+11;0.055;24.9
9x9E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09090E;Thin Electric;3.07; ;0.80 in.;0.40 in.;1/4 in.;0.63 oz.;9;0.2286;9;1.0000;Grey;6.87E+11;0.0397;18
9x9 ;"Sport
Use LPAR06E adapter rings (not included)";LP09090;Sport;3.19; ;0.80 in.;0.43 in.;1/4 in.;0.85 oz.;9;0.2286;9;1.0000;Grey;6.87E+11;0.0531;24.1
9x8E-3;"3 Blade Electric
480 Size
Standard (Right Hand) Rotation
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E

Includes knurled spacer for pusher applications.
Compatible with Icon A5 and similar pusher aircraft.";LP309080E;Thin Electric, 3 Bladed (Electric Only);9.71; ;0.80 in.;0.43 in.;1/4 in.;0.92 oz.;9;0.2286;8;0.8889;Grey;6.87E+11;0.0573;26
9x8.5;40 Pylon;LP09085;Pylon Racing;4.27; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;0.2286;8.5;0.9444;Grey;6.87E+11;0.0663;30.1
9x8 ;"Sport
Use LPAR06E adapter rings (not included)";LP09080;Sport;3.19; ;0.80 in.;0.46 in.;1/4 in.;0.85 oz.;9;0.2286;8;0.8889;Grey;6.87E+11;0.0531;24.1
9x7.5SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09075SF;Slow Fly (Electric Only);2.93; ;0.50 in.;0.33 in.;1/4 in.;0.35 oz.;9;0.2286;7.5;0.8333;Grey;6.87E+11;0.0219;9.9
9x7.5E;"Thin Electric
Use LPAR06E adapter rings
Includes one set of rings from LPAR06E";LP09075E;Thin Electric;3.07; ;0.80 in.;0.39 in.;1/4 in.;0.63 oz.;9;0.2286;7.5;0.8333;Grey;6.87E+11;0.0397;18
9x7.5C;"40 Pylon
Material: 40% Carbon / 60% Nylon";LP09075C;Pylon Racing, Carbon Fiber;27.5; ;0.90 in.;0.49 in.;1/4 in.;0.71 oz.;9;0.2286;7.5;0.8333;Black;6.87E+11;0.0444;20.1
9x7.5;40 Pylon;LP09075;Pylon Racing;4.27; ;0.90 in.;0.49 in.;1/4 in.;1.06 oz.;9;0.2286;7.5;0.8333;Grey;6.87E+11;0.0663;30.1
9x7 ;"Sport
Use LPAR06E adapter rings (not included)";LP09070;Sport;3.19; ;0.80 in.;0.45 in.;1/4 in.;0.81 oz.;9;0.2286;7;0.7778;Grey;6.87E+11;0.0506;23
9x6SF;"Slow Flyer
Use LPAR18SF or LPARM12SF adapter rings
Includes one set of rings from LPAR18SF";LP09060SF;Slow Fly (Electric Only);2.93; ;0.50 in.;0.30 in.;1/4 in.;0.32 oz.;9;0.2286;6;0.6667;Grey;6.87E+11;0.02;9.1
